species,dispersal_distance_class,dispersal_vector,seed_buoyancy,seed_terminal_velocity,palatability,growth_form,growth_form_aquatic,woodiness,LDMC,SLA,leaf_C,leaf_CN_ratio,leaf_N,leaf_NP_ratio,leaf_P,leaf_chlorophyll,longevity,fruit_type,nectar_production,pollinator_type,seed_bank_persistency,seed_dormancy,seed_longevity_index,seed_mass,RDMC,SRA,SRL,mycorrhiza_colonization_intensity,mycorrhiza_type,root_N,root_P,root_mass_fraction,height,leaf_area,leaf_length,leaf_mass,leaf_thickness,rooting_depth,Grime_strategy,carnivory,leaf_phenology,nitrogen_fixation,parasitism,photosynthetic_pathway
Rumex confertus,2,Passive,0.83,2.58,3,Hemicryptophyte,terrestrial,non-woody,0.142,8.59,430.6,16.2,32.4,10.9,3.3,8.07,4,achene,1,0b,3,2,0.18,1.38,0.124,1223.74,109.54,79,None,11.4,1.01,0.419138666666667,29.8,5417,55.8,242.8,0.479,0.55,CSR,no,deciduous,no,none,C3
Rumex conglomeratus,2,Passive,0.81,2.75,2,Hemicryptophyte,terrestrial,non-woody,0.179,8.17,433.3,19,28.1,12,2.5,6.89,4,achene,1,0c,2,3,0.17,0.92,0.149,839.08,94.3,22.6,None,9.3,0.92,0.369704333333333,26.6,1457.4,40.8,70.4,0.487,0.52,C,no,evergreen,no,none,C3
Rumex crispus,2,Passive,0.79,1.67,2,Hemicryptophyte,terrestrial,non-woody,0.142,9.54,439.8,13.9,28.6,11.5,3.2,7.92,4,achene,1,0b,4,2,0.21,0.96,0.113,731.3,223.03,53,None,3.2,0.94,0.5005,23.3,3012.4,59.2,90,0.588,0.92,CR,no,evergreen,no,none,C3
Rumex graminifolius,2,Passive,0.71,2.69,3,Hemicryptophyte,terrestrial,non-woody,0.193,6.53,390.8,15.7,29.9,10.7,2.8,6,4,achene,3,1,2,2,0.16,0.79,0.167,973.74,80.89,17.9,None,13,0.98,0.387729666666667,5.6,62.7,9.7,3.5,0.492,0.5,CSR,no,deciduous,no,none,C3
Rumex hydrolapathum,2,Passive,0.91,3.46,3,Hemicryptophyte,terrestrial,non-woody,0.154,5.66,428.4,19.6,25.8,17.1,2.5,7.07,4,achene,1,0b,2,2,0.15,1.47,0.159,760.4,127.84,20.6,None,9.7,0.89,0.366811666666667,58.1,17164.5,48.9,886.4,0.499,0.53,CS,no,deciduous,no,none,C3
Rumex longifolius,2,Passive,0.36,1.56,3,Hemicryptophyte,terrestrial,non-woody,0.134,11.51,431.8,14.8,33.8,11.1,3.3,8.66,4,achene,1,0b,4,2,0,1.03,0.08,1088.87,103.13,29.6,None,12.6,1.04,0.416456000000001,31.1,5367.9,57.8,84.7,0.474,0.57,C,no,evergreen,no,none,C3
Rumex maritimus,2,Passive,0.81,1.11,2,Therophyte,terrestrial,non-woody,0.124,13.93,411,16.8,30.4,13.7,2.7,7.67,1,achene,1,0c,3,2,0.58,0.52,0.118,705.63,116.23,18,None,10.7,0.94,0.265632666666667,20.7,1724.2,35.3,7.6,0.499,0.48,SR,no,deciduous,no,none,C3
Rumex obtusifolius,2,Passive,0.93,2.54,2,Hemicryptophyte,terrestrial,non-woody,0.144,10.64,520.5,14.4,36.5,11,4.1,8.02,4,achene,1,0b,4,2,0.36,0.89,0.153,945.11,104.48,10,None,8.9,0.96,0.471,21,8875.9,55.5,210.7,0.498,0.92,CR,no,evergreen,no,none,C3
Rumex palustris,2,Passive,0.98,3.01,2,Therophyte,terrestrial,non-woody,0.185,9.03,415.6,17.5,28.6,13.6,2.6,6.71,2,achene,1,0b,2,4,0,0.64,0.085,752.2,102.59,10,None,10.7,0.9,0.336,26.2,1328.1,30,25.4,0.499,0.5,SR,no,deciduous,no,none,C3
Rumex patientia,2,Passive,0.69,2.68,3,Hemicryptophyte,terrestrial,non-woody,0.178,7.64,431.2,15.5,32.2,11.5,3.2,7.74,4,achene,1,0b,2,2,0,1.15,0.13,843.97,71.47,30.3,None,12,0.97,0.422580333333334,46.3,11634.1,69.5,248.6,0.487,0.61,C,no,deciduous,no,none,C3
Rumex pseudonatronatus,2,Passive,0.83,2.41,3,Hemicryptophyte,terrestrial,non-woody,0.182,7.13,426.2,17.9,26.1,10.9,2.6,6.3,4,achene,1,0b,2,2,0.21,0.59,0.167,1238.05,97.65,18.2,None,11.5,0.96,0.353258666666667,15.2,376.7,25.3,16.8,0.503,0.49,CSR,no,evergreen,no,none,C3
Rumex rugosus,2,Passive,0.83,2.71,3,Hemicryptophyte,terrestrial,non-woody,0.177,7.65,437.8,17.1,28.3,10.9,2.9,7.6,4,achene,1,0b,2,2,0.09,1.09,0.146,869.05,62.79,27.3,None,10.4,0.97,0.420483,21.5,2808.7,50.6,142.5,0.482,0.53,C,no,deciduous,no,none,C3
Rumex sanguineus,2,Passive,0.87,3.17,3,Hemicryptophyte,terrestrial,non-woody,0.202,9.56,435.3,18.1,28.1,11.8,2.4,8.34,4,achene,1,0b,2,3,0.67,0.73,0.136,855.06,96.58,19.1,None,10.3,0.97,0.356300333333333,29.8,1574.8,33.5,69.9,0.463,0.49,CS,no,deciduous,no,none,C3
Rumex scutatus,2,Passive,0.75,1.2,3,Hemicryptophyte,terrestrial,non-woody,0.093,13.71,380.4,18.2,27.8,11,2.8,7.81,3,achene,1,0b,2,1,0.2,0.83,0.158,926.99,109.75,19.1,None,10.8,1.07,0.396402666666667,11.1,2451.4,8.6,15.9,0.485,0.51,CSR,no,evergreen,no,none,C3
Rumex thyrsiflorus,2,Passive,0.95,2.75,3,Hemicryptophyte,terrestrial,non-woody,0.124,6.74,395.1,17.2,28.1,11.1,2.7,7.71,4,achene,1,0b,2,2,0,0.63,0.112,1259.02,79.3,25.9,None,10,0.99,0.3589,17.2,773.4,36.5,42.5,0.476,0.59,C,no,evergreen,no,none,C3
Rumex triangulivalvis,2,Passive,0.81,2.72,3,Hemicryptophyte,terrestrial,non-woody,0.171,7.31,395.2,16.6,29.5,11.5,2.9,7.54,4,achene,1,0b,3,2,0.22,0.69,0.123,829.78,88.99,25.6,None,11.4,0.97,0.374734333333334,29.1,2160.7,45,107.9,0.499,0.57,CSR,no,deciduous,no,none,C3
Ruppia cirrhosa,6,Water,0.69,2.76,3,Cryptophyte,aquatic,non-woody,0.201,16.82,420.3,18,32.7,16,3,7.7,4,drupe,1,0c,2,4,0.23,0.83,0.143,762.62,111.23,7.9,None,14.8,0.9,0.325696666666667,14.1,18.9,14.3,0.8,0.508,0.45,CR,no,evergreen,no,none,C3
Ruppia maritima,6,Water,0.79,2.65,3,Cryptophyte,aquatic,non-woody,0.195,19.11,413.5,18.5,29.7,14.8,2.7,7.36,4,drupe,1,0c,3,3,0.5,0.76,0.146,804.8,111.65,10.5,None,13.9,0.89,0.330975,9.8,15.7,46.4,0.7,0.523,0.41,CSR,no,evergreen,no,none,C3
Sabulina stricta,1,Passive,0.56,1.6,3,Chamaephyte,terrestrial,non-woody,0.255,5.16,444.6,24.6,18.4,10.2,2.1,3.45,4,capsule,2,0c,2,2,0.25,0.43,0.229,792.4,36.95,17.2,None,9.6,0.98,0.334606666666667,3.3,2.1,3.6,0.5,0.489,0.45,CSR,no,evergreen,no,none,C3
Sabulina viscosa,1,Passive,0.5,1.78,3,Therophyte,terrestrial,non-woody,0.189,7.63,372.2,20.1,23.1,11.1,2.4,4.82,1,capsule,2,0c,2,2,0.21,0.46,0.187,863.88,120.66,11.2,None,11.5,0.97,0.236028333333333,2.2,5.5,4.1,0.6,0.505,0.45,SR,no,deciduous,no,none,C3
Saccharum angustifolium,2,Passive,0.89,2.36,4,Hemicryptophyte,terrestrial,non-woody,0.311,5.95,433.3,21.8,20.3,13.1,1.6,5.47,4,achene,1,0b,2,2,0.05,1.33,0.207,786.61,46.77,39.4,AM,8.9,0.9,0.474749333333333,10.2,94.3,44,6.4,0.452,0.53,CSR,no,deciduous,no,none,C3
Sagina apetala,1,Passive,0.62,1.08,2,Therophyte,terrestrial,non-woody,0.25,7.97,362.1,24.6,20.3,11.6,2.1,4.48,1,capsule,1,0c,2,2,0.5,0.37,0.196,892.07,147.72,10,None,11.7,0.91,0.236193666666667,2.7,1.9,2.6,0.5,0.508,0.44,SR,no,evergreen,no,none,C3
Sagina caespitosa,1,Passive,0.56,1.75,3,Hemicryptophyte,terrestrial,non-woody,0.204,6.89,429.3,20.3,22.7,9.3,2.5,3.38,4,capsule,1,0c,3,2,1,0.41,0.207,1083.78,61.74,16.8,None,11.4,1.09,0.331599333333333,1.1,3.5,4.5,0.6,0.48,0.45,CSR,no,evergreen,no,none,C3
Sagina maritima,1,Passive,0.69,1.47,2,Therophyte,terrestrial,non-woody,0.194,5.63,380.4,25,18.3,12.4,2,4.21,3,capsule,1,0c,3,3,1,0.41,0.185,734.47,126.17,11.7,None,10,0.81,0.252490666666667,3.3,1.7,3.3,0.5,0.577,0.45,SR,no,evergreen,no,none,C3
Sagina micropetala,1,Passive,0.52,1.82,2,Therophyte,terrestrial,non-woody,0.201,7.95,365.5,20.8,22.6,11.5,2.3,4.85,1,capsule,1,0c,2,3,0.34,0.45,0.179,886.31,154.61,10.3,None,12.1,0.96,0.240761666666667,5.9,2,3.7,0.6,0.489,0.45,R,no,deciduous,no,none,C3
Sagina nivalis,1,Passive,0.54,1.56,3,Chamaephyte,terrestrial,non-woody,0.175,6.1,418.1,24.7,19,8.1,2.4,3.3,4,capsule,1,1,2,2,0.48,0.38,0.202,902.07,78.95,15.6,None,11.9,1.03,0.321939333333333,0.9,2.1,3.6,0.5,0.489,0.45,CSR,no,evergreen,no,none,C3
Sagina nodosa,1,Passive,0.84,0.82,2,Chamaephyte,terrestrial,non-woody,0.185,6.05,411.6,25.3,18.2,10.8,2.2,4.55,3,capsule,1,0c,4,2,0.38,0.38,0.196,986.29,99.9,13.2,None,9.4,0.85,0.1837,3.8,3.7,4,0.8,0.511,0.44,CSR,no,evergreen,no,none,C3
Sagina procumbens,1,Passive,0.86,0.88,2,Chamaephyte,terrestrial,non-woody,0.187,7.69,450.4,28.2,16,10.1,2.4,5.45,4,capsule,1,0c,4,2,0.55,0.37,0.215,1133.07,176.74,10,None,10.8,0.9,0.323758,2.7,2.6,2.9,0.5,0.494,0.46,CSR,no,evergreen,no,none,C3
Sagina saginoides,1,Passive,0.28,1.31,3,Chamaephyte,terrestrial,non-woody,0.261,5.42,444.2,24.8,19.3,10.2,2.2,3.87,4,capsule,1,1,3,2,1,0.4,0.218,910.42,58.9,12.6,None,10.2,0.93,0.332926333333333,1.9,2.1,2.3,0.5,0.49,0.46,S,no,evergreen,no,none,C3
Sagina subulata,1,Passive,0.36,1.55,3,Chamaephyte,terrestrial,non-woody,0.214,6.56,426,25.6,18.4,10.2,2.1,3.83,4,capsule,1,0c,3,2,0.45,0.38,0.222,848.1,75.77,3.3,None,9.9,0.88,0.298828,2.5,1.5,3.4,0.6,0.496,0.44,S,no,evergreen,no,none,C3
Sagittaria natans,4,Passive,0.83,2.47,2,Cryptophyte,aquatic,non-woody,0.124,14.2,426.9,16.8,32.3,11.9,2.8,8.78,4,achene,3,1,2,3,0.15,0.76,0.142,1274.25,130.41,4.2,None,15.7,0.95,0.395321,11,275.9,40.8,9.7,0.457,0.46,CSR,no,deciduous,no,none,C3
Sagittaria sagittifolia,6,Passive,0.93,1.88,2,Cryptophyte,aquatic,non-woody,0.116,13.31,428.9,17.8,32.9,16.9,2.5,8.29,4,achene,3,1,2,3,0.15,0.87,0.137,761.76,100.6,0,None,13.9,0.91,0.376105666666667,21.3,1874.5,294.7,112.1,0.476,0.48,CS,no,deciduous,no,none,C3
Salicornia europaea,1,Water,0.96,1.88,3,Therophyte,terrestrial,non-woody,0.224,1.84,382.6,19,16.9,10.1,1.5,1.41,1,achene,1,0c,2,3,0.38,0.59,0.177,600.78,145.23,3.3,None,6.2,0.68,0.0954,7.6,39.6,9.9,12.2,0.632,0.49,S,no,deciduous,no,none,C3
Salicornia perennans,1,Passive,0.58,1.96,3,Therophyte,terrestrial,non-woody,0.178,7.36,349.4,19.1,26,11.5,2.5,4.69,1,capsule,2,0c,2,2,0.19,0.49,0.173,855.77,147.47,11.5,None,11.8,0.92,0.204607333333333,5.8,9.1,4.9,0.7,0.529,0.45,SR,no,deciduous,no,none,C3
Salicornia pojarkovae,1,Passive,0.6,2.12,3,Hemicryptophyte,terrestrial,non-woody,0.19,6.64,395.4,17.9,25.9,10.7,2.6,4.48,4,capsule,3,0c,2,2,0.18,0.49,0.185,1022.66,103,12.7,None,12.4,1.03,0.345819333333333,4,9.9,5.4,0.8,0.497,0.48,CSR,no,evergreen,no,none,C3
Salicornia procumbens,2,Water,0.72,2.35,3,Therophyte,terrestrial,non-woody,0.111,7.8,386.4,19.8,22.2,12.4,1.9,4.16,1,achene,1,0c,2,3,0.32,0.6,0.165,614.71,109.83,12.6,None,10.4,0.78,0.172730666666667,11.2,13.7,6,1.3,0.579,0.46,S,no,deciduous,no,none,C3
Salix alba,5,AirP,0.69,0.53,4,Phanerophyte,terrestrial,woody,0.287,4.74,424.2,41.4,26.8,12,2.5,5.6,4,capsule,7,2,3,2,0.44,0.48,0.258,610.29,898.56,70,AM/EM,12.8,0.71,0.23,631.6,309.8,33.5,22.2,0.461,0.59,C,no,deciduous,no,none,C3
Salix arbuscula,5,AirP,0.56,0.37,4,Chamaephyte,terrestrial,woody,0.445,4.01,499.6,21.5,22.6,13.6,1.8,4.69,4,capsule,6,2,1,3,0,0.4,0.269,684.26,50.74,70,AM/EM,9.9,0.77,0.357422333333333,30.9,116.6,15.1,8.4,0.481,0.49,CS,no,deciduous,no,none,C3
Salix arctica,5,AirP,0.7,0.47,4,Chamaephyte,terrestrial,woody,0.374,4.68,486.8,17.2,23.2,9.4,2.4,4.63,4,capsule,6,2,1,3,0.04,0.39,0.279,749.59,50.56,62,AM/EM,5,0.59,0.307118666666667,2.4,103.7,11.4,9.3,0.465,0.4,CS,no,deciduous,no,none,C3
Salix atrocinerea,5,AirP,0.71,0.59,3,Phanerophyte,terrestrial,woody,0.4,4.39,476.8,11.6,19.8,11.8,1.6,2.27,4,capsule,6,2,1,3,0.04,0.43,0.295,215.66,9.07,72.4,AM/EM,12.5,0.74,0.282540333333333,251,206.4,22.7,22,0.462,0.57,C,no,deciduous,no,none,C3
Salix aurita,5,AirP,0.73,0.19,2,Phanerophyte,terrestrial,woody,0.326,4.48,480.9,22.1,25.9,11.9,1.7,4.9,4,capsule,7,2,1,3,0.33,0.4,0.278,478.08,146.25,70,AM/EM,11,0.73,0.283521,62.1,171.7,9.6,16.4,0.46,0.52,C,no,deciduous,no,none,C3
Salix bebbiana,5,AirP,0.73,0.39,3,Phanerophyte,terrestrial,woody,0.371,5.36,477.1,19.4,21.1,6.8,3.1,4.74,4,capsule,7,2,1,3,0.05,0.43,0.272,519.14,137.51,71,AM/EM,12.6,0.73,0.277552333333333,217.1,170.2,16,17.4,0.449,0.52,C,no,deciduous,no,none,C3
Salix caprea,5,AirP,0.74,0.13,3,Phanerophyte,terrestrial,woody,0.312,7.71,470.9,15.7,24.7,14,1.8,5,4,capsule,7,2,1,3,0.02,0.41,0.248,488.46,155.67,83.3,AM/EM,10.1,0.83,0.1863,241.1,738.9,22.4,37.2,0.426,0.58,C,no,deciduous,no,none,C3
Salix cinerea,5,AirP,0.94,0.4,2,Phanerophyte,terrestrial,woody,0.43,4.78,487.5,21,20.7,14.9,1.6,5.15,4,capsule,7,2,1,3,0,0.44,0.274,605.54,718.03,83.3,AM/EM,12,0.71,0.282289333333333,140.3,256,24.7,21.5,0.451,0.53,C,no,deciduous,no,none,C3
Salix daphnoides,5,AirP,0.7,0.41,3,Phanerophyte,terrestrial,woody,0.344,4.28,468.9,20.2,22.8,11.5,2.2,5.07,4,capsule,7,2,1,2,0.04,0.42,0.281,520.92,157.78,75.1,AM/EM,13.1,0.65,0.261576833333333,299.3,217.4,36.2,20.8,0.458,0.6,C,no,deciduous,no,none,C3
Salix eleagnos,5,AirP,0.73,0.48,3,Phanerophyte,terrestrial,woody,0.355,4.94,467.1,19.6,23.1,11.9,2,4.65,4,capsule,7,2,1,2,0.06,0.46,0.272,452.86,123.66,70.5,AM/EM,12.9,0.69,0.260519333333333,228.3,199.9,44.5,16.3,0.463,0.59,C,no,deciduous,no,none,C3
Salix euxina,5,AirP,0.74,0.48,4,Phanerophyte,terrestrial,woody,0.347,5.29,470.3,20.1,22.2,11.8,2.1,5.03,4,capsule,6,2,1,3,0.06,0.41,0.283,363.18,81.41,73.6,AM/EM,13.5,0.74,0.273852166666667,465.1,492.5,28.6,35.8,0.447,0.61,C,no,deciduous,no,none,C3
Salix glauca,5,AirP,0.99,0.2,8,Chamaephyte,terrestrial,woody,0.359,4.67,449.3,19.7,24.8,10.2,3.3,5.1,4,capsule,7,2,1,4,0,0.45,0.279,763.74,96.08,70,AM/EM,10.8,0.76,0.296716333333333,17.8,201.8,19.7,24.7,0.443,0.48,CS,no,deciduous,no,none,C3
Salix gmelinii,5,AirP,0.71,0.42,3,Phanerophyte,terrestrial,woody,0.275,5.73,469.3,18.7,25.1,11.8,2.1,5.2,4,capsule,7,2,1,3,0.06,0.52,0.27,550.03,154.51,71.4,AM/EM,16.6,0.49,0.3,182.7,205.3,44.1,19.4,0.452,0.55,C,no,deciduous,no,none,C3
Salix hastata,5,AirP,0.69,0.13,4,Chamaephyte,terrestrial,woody,0.324,5.96,480.1,22.3,24.1,16.7,1.5,5.33,4,achene,7,2,1,2,0.06,0.43,0.272,659.52,59.81,62.7,AM/EM,11.5,0.8,0.327208333333333,22.6,150.5,20.1,10.3,0.464,0.48,CS,no,deciduous,no,none,C3
Salix herbacea,5,AirP,0.49,0.24,4,Chamaephyte,terrestrial,non-woody,0.369,5.62,501.6,19.1,25.8,10.4,2.4,4.9,4,capsule,6,2,1,2,0,0.49,0.268,693.44,51.07,70,AM/EM,10.2,0.93,0.316728666666667,1.6,39,6,3,0.437,0.44,S,no,deciduous,no,none,C3
Salix lanata,5,AirP,0.72,0.5,4,Chamaephyte,terrestrial,woody,0.322,4.85,465.8,14,33.2,10.6,3.2,5.46,4,capsule,7,2,1,2,0.02,0.42,0.263,720.2,73.98,68.6,AM/EM,11.5,0.76,0.332691333333333,26.6,369.3,16,17.7,0.458,0.53,CS,no,deciduous,no,none,C3
Salix lapponum,5,AirP,0.49,0.29,3,Hemicryptophyte,terrestrial,woody,0.364,4.79,501,23.9,22.9,13.1,1.6,5.65,4,capsule,7,2,1,3,0.07,0.49,0.329,692.93,56.97,70,AM/EM,8.3,1.02,0.363204333333333,23.4,156.7,17,11.8,0.453,0.49,CS,no,deciduous,no,none,C3
Salix myrsinifolia,5,AirP,0.76,0.36,3,Phanerophyte,terrestrial,woody,0.298,5.51,476,20.4,18.8,12.5,1.4,4.95,4,capsule,7,2,1,3,0.05,0.4,0.265,474.3,193.46,70.8,AM/EM,12.1,0.73,0.255355666666667,63.5,161.5,15.1,21,0.449,0.53,C,no,deciduous,no,none,C3
Salix myrsinites,5,AirP,0.39,0.19,3,Chamaephyte,terrestrial,woody,0.352,3.92,553.6,26.4,21.2,18.6,1.2,4.58,4,capsule,7,2,1,3,0.03,0.52,0.268,796.93,51.97,70,AM/EM,10,0.84,0.368310333333334,10.8,76.5,11.4,7.1,0.472,0.47,CSR,no,deciduous,no,none,C3
Salix myrtilloides,5,AirP,0.75,0.45,3,Chamaephyte,terrestrial,woody,0.363,5.99,491.6,22.9,21.1,12.9,1.7,4.68,4,capsule,7,2,1,3,0.04,0.53,0.274,690.36,85.58,64.7,AM/EM,9.6,0.75,0.284412333333333,13.1,24.6,10.9,2,0.464,0.48,CS,no,deciduous,no,none,C3
Salix pentandra,5,AirP,0.38,0.24,3,Phanerophyte,terrestrial,woody,0.25,6.5,466.3,40,29.1,12.8,1.7,5.74,4,capsule,7,2,1,4,0,0.42,0.262,580.95,114.28,67.5,AM/EM,11.3,0.78,0.299019,223.9,423.7,31.6,20.1,0.461,0.48,C,no,deciduous,no,none,C3
Salix phylicifolia,5,AirP,0.77,0.48,3,Phanerophyte,terrestrial,woody,0.346,5.01,485.6,24.3,17.8,16.8,0.8,4.97,4,capsule,7,2,1,2,0,0.55,0.213,625.12,93.28,76.7,AM/EM,12.8,0.93,0.321229333333333,46.9,219.4,18.8,15.9,0.456,0.53,CS,no,deciduous,no,none,C3
Salix polaris,5,AirP,0.55,0.58,3,Chamaephyte,terrestrial,non-woody,0.326,5.32,477.9,16.7,29.1,12.4,2.1,4.75,4,capsule,6,2,1,4,0,0.37,0.26,877.87,42.9,62.5,AM/EM,10.4,0.85,0.366713666666667,1.3,34.2,5.9,2.8,0.455,0.48,CSR,no,deciduous,no,none,C3
Salix purpurea,5,AirP,0.71,0.5,3,Phanerophyte,terrestrial,woody,0.371,3.88,481.5,8.4,26.4,11.5,2.6,5.13,4,capsule,6,2,1,2,0,0.41,0.265,603.74,898.56,83.3,AM/EM,12.5,0.71,0.240221666666667,107.7,57.5,26.1,5.4,0.465,0.55,C,no,deciduous,no,none,C3
Salix pyrolifolia,5,AirP,0.74,0.4,3,Phanerophyte,terrestrial,woody,0.357,4.93,474.2,17.5,23.1,10.7,2.4,4.78,4,capsule,7,2,1,2,0.04,0.52,0.276,456.69,141.39,73.1,AM/EM,13.2,0.69,0.261611,329.4,270.8,25.7,21.7,0.458,0.56,C,no,deciduous,no,none,C3
Salix repens,5,AirP,0.79,0.16,2,Chamaephyte,terrestrial,semi-woody,0.391,5.66,510,33.7,17,14.1,0.6,4.8,4,capsule,6,2,1,3,0,0.39,0.27,541.09,78.39,50,AM/EM,5.4,0.75,0.263967,25.6,44,9.2,4.7,0.432,0.5,C,no,deciduous,no,none,C3
Salix reticulata,5,AirP,0.39,0.24,4,Chamaephyte,terrestrial,non-woody,0.372,4.13,494.5,21.5,21.6,12.4,2.1,4.9,4,capsule,6,2,1,4,0,0.44,0.268,715.72,54,70,AM/EM,9.8,0.78,0.310828666666667,2.6,103.9,8.7,11.6,0.493,0.39,CS,no,deciduous,no,none,C3
Salix rosmarinifolia,5,AirP,0.74,0.45,3,Chamaephyte,terrestrial,woody,0.456,4.03,485.9,22.4,21.9,11.6,2.7,4.51,4,capsule,6,2,1,3,0,0.51,0.262,785.25,72.7,66.3,AM/EM,10,0.72,0.301145,38.6,30.6,14.2,3.2,0.465,0.51,CS,no,deciduous,no,none,C3
Salix starkeana,5,AirP,0.7,0.54,3,Chamaephyte,terrestrial,woody,0.394,5.05,486.6,23,17.3,20.1,0.9,4.7,4,capsule,7,2,1,3,0.03,0.56,0.269,720.82,58.22,67.5,AM/EM,10.3,0.78,0.34539,25.6,100.8,13.2,9.5,0.461,0.51,C,no,deciduous,no,none,C3
Salix triandra,5,AirP,0.72,0.46,3,Phanerophyte,terrestrial,woody,0.391,4.76,450.7,15.9,24.9,11.7,2.5,5.2,4,capsule,7,2,1,2,0,0.38,0.27,615.41,1786.04,70,AM/EM,12.6,0.64,0.225,163.1,284.8,33.5,28.1,0.47,0.55,C,no,deciduous,no,none,C3
Salix viminalis,5,AirP,0.73,0.16,3,Phanerophyte,terrestrial,woody,0.3,5.82,491.5,18.9,27.6,10.6,3.3,5.62,4,capsule,7,2,1,2,0,0.59,0.253,626.69,117.61,83.3,AM/EM,16.2,0.48,0.19,190.5,196.2,45.1,12.7,0.46,0.55,CS,no,deciduous,no,none,C3
Salsola kali,4,Passive,0.45,1.67,3,Therophyte,terrestrial,non-woody,0.132,3.97,369.1,10.5,29.6,10.8,2,8.23,1,achene,2,0c,3,2,0.12,1.19,0.135,912.17,889.83,10,None,10.7,0.97,0.214025,14.9,17.3,8.3,2.4,0.718,0.82,SR,no,deciduous,no,none,C4
Salvia glutinosa,6,Passive,0.62,3.37,2,Hemicryptophyte,terrestrial,non-woody,0.104,20.3,425.5,16,30.6,9.5,3.1,11.54,4,capsule,5,2a,2,2,0.25,1.92,0.131,1244.68,333.98,100,AM,12.9,1.19,0.326915666666666,24.1,4260.3,27.8,79.5,0.446,0.5,CS,no,deciduous,no,none,C3
Salvia nemorosa,2,Passive,0.75,2.84,2,Hemicryptophyte,terrestrial,non-woody,0.179,8.89,421.6,18.2,26.3,11.3,2.5,7.82,4,achene,6,2a,2,2,0.18,0.73,0.144,975.23,92.51,55.1,AM,11.8,1.05,0.408741,16.5,540.9,22.4,22.7,0.471,0.57,CS,no,deciduous,no,none,C3
Salvia officinalis,2,Passive,0.66,2.91,2,Chamaephyte,terrestrial,semi-woody,0.277,4.53,433.5,19.7,22.8,12.2,1.9,5.76,4,achene,6,1,3,2,0.21,2.31,0.215,628.89,29.35,54.4,AM,12.2,1.05,0.4566,14.6,169.9,16.4,19.4,0.644,0.55,CS,no,evergreen,no,none,C3
Salvia pratensis,2,Adh,0.5,2.93,3,Hemicryptophyte,terrestrial,non-woody,0.182,8.76,441.1,16.7,25.5,8,2.6,8.9,4,capsule,6,2a,2,2,0.07,1.07,0.096,1308.09,167.56,70,AM,13.6,1.06,0.265,16.1,1153.4,29.8,90.4,0.528,1.1,CSR,no,deciduous,no,none,C3
Salvia verticillata,2,Adh,0.72,2.98,2,Hemicryptophyte,terrestrial,non-woody,0.212,5.59,431.3,18.6,25.6,10.6,2.4,7.7,4,capsule,5,2a,2,2,0.2,0.73,0.163,951.39,102.19,67.5,AM,11.6,0.99,0.415800833333334,15.6,818,2.6,54.1,0.505,0.59,CSR,no,deciduous,no,none,C3
Sambucus ebulus,6,Bird,0.62,3.63,2,Hemicryptophyte,terrestrial,non-woody,0.17,7.2,437.9,15.5,32.5,10.7,3.4,8.85,4,drupe,5,1,2,3,0.15,5.72,0.156,844.1,59.61,56.9,AM,14.1,1.05,0.420484333333333,41.5,8217.3,47.9,478.1,0.469,0.57,C,no,deciduous,no,none,C3
Sambucus nigra,6,Bird,0.36,3.67,2,Phanerophyte,terrestrial,woody,0.246,8.52,437.5,9.3,33.6,13.7,2.4,8.23,4,drupe,3,0c,4,4,0.12,2.32,0.217,629.15,877.74,56.7,AM,14.5,1.14,0.383,228.7,1303.2,29.8,77.7,0.432,0.54,CR,no,evergreen,no,none,C3
Sambucus racemosa,6,Bird,0.62,3.6,3,Phanerophyte,terrestrial,woody,0.179,9.35,431,12.7,48.6,19.4,2.6,9.26,4,drupe,3,0c,4,4,0.46,1.59,0.321,614.26,15.16,75.3,AM,20.2,1.06,0.3227,129.7,2720,50,47,0.386,0.59,C,no,deciduous,no,none,C3
Samolus valerandi,1,Passive,0.94,1.27,2,Hemicryptophyte,terrestrial,non-woody,0.173,9.2,417.1,23.6,17.9,13.4,1.9,6.8,4,capsule,3,0c,3,4,0.59,0.38,0.157,715.5,95.03,70,AM,10.2,0.89,0.3504,7.8,98,19.7,3.8,0.478,0.45,SR,no,evergreen,no,none,C3
Sanguisorba dodecandra,3,Passive,0.81,2.13,3,Hemicryptophyte,terrestrial,non-woody,0.244,10.37,436.8,16.1,28.6,10.3,2.7,8.17,4,achene,2,1,3,3,0.21,1.52,0.155,1031.85,82.27,52.1,AM,17.2,1.07,0.416422666666667,26.1,1143.7,26.5,50.1,0.436,0.5,CSR,no,deciduous,no,none,C3
Sanguisorba minor,2,Passive,0.93,4.03,5,Hemicryptophyte,terrestrial,non-woody,0.327,6.76,459.5,16.3,20.6,15.6,1.8,6.66,3,achene,2,0b,3,2,0.06,2.36,0.277,2026.06,54.65,46,AM,13.6,0.94,0.2594,10.2,572.6,55.5,25.7,0.43,0.59,CSR,no,deciduous,no,none,C3
Sanguisorba officinalis,2,AirW,0.94,2.38,4,Hemicryptophyte,terrestrial,non-woody,0.341,8.14,422.5,17.1,22.2,16.2,1.4,6.5,4,achene,2,1,1,2,0,1.17,0.201,811.06,22.8,63.3,AM,9,0.94,0.4669,20.4,641.9,50.8,36.9,0.438,0.74,CS,no,deciduous,no,none,C3
